Domain,category,Length,ExtensionScore,SpecialCharactersCount,DictionaryWordsBroken,EditDistance,AvgMonthlySearchVolume,IndividualWordsCount
tabularasala.com,1,12,3,0,"['TA', 'BUL', 'ARA', 'SALA']",0,0,4
viddits.com,1,7,3,0,"['VI', 'DD', 'ITS']",0,0,3
hospitalwale.com,1,12,3,0,"['HOSPITAL', 'WALE']",0,0,2
banknotesinvesting.com,1,18,3,0,"['BANKNOTES', 'INVESTING']",0,0,2
hhcbdl.com,1,6,3,0,"['HH', 'CB', 'DL']",0,0,3
zadt8n.com,1,6,3,1,"['ZAT', 'I']",2,0,2
acchunt.com,1,7,3,0,"['ACC', 'HUNT']",0,0,2
wilfredootero.com,1,13,3,0,"['WI', 'LF', 'RE', 'DOO', 'TE', 'RO']",0,0,6
jama-saidi.com,1,10,3,1,"['JAMA', 'SAID']",1,500,2
raygermanshepherd.com,1,17,3,0,"['RAY', 'GERMAN', 'SHEPHERD']",0,0,3
13ava.com,1,5,3,2,['AVA'],0,0,1
housesinwalnutcreek.com,1,19,3,0,"['HOUSE', 'SIN', 'WALNUT', 'CREEK']",0,0,4
monimap.com,1,7,3,0,"['MO', 'NI', 'MAP']",0,0,3
brunaekim.com,1,9,3,0,"['BR', 'UN', 'AE', 'KIM']",0,0,4
dv8island.com,1,9,3,1,"['DO', 'ISLAND']",1,0,2
degrandeaucosmetics.com,1,19,3,0,"['DE', 'GRAND', 'EAU', 'COSMETICS']",0,0,4
724589.com,1,6,3,6,[],0,0,1
audiobitxchange.com,1,15,3,0,"['AU', 'DI', 'OBI', 'TX', 'CHANGE']",0,0,5
grahame-arnold.com,1,14,3,1,"['GRAHAM', 'ARNOLD']",1,50,2
farmthoughts.com,1,12,3,0,"['FARM', 'THOUGHTS']",0,0,2
ks685.com,1,5,3,3,['IS'],1,0,1
raubilisim.com,1,10,3,0,"['RA', 'UBI', 'LI', 'SIM']",0,0,4
outofbordeaux.com,1,13,3,0,"['OUT', 'OF', 'BORDEAUX']",0,0,3
songuralyapidekorasyon.com,1,22,3,0,"['SONG', 'URAL', 'YAP', 'IDE', 'KO', 'RAS', 'YON']",0,0,7
cleanthegreens.com,1,14,3,0,"['CLEAN', 'THE', 'GREENS']",0,0,3
foreverfiercebeauty.com,1,19,3,0,"['FOREVER', 'FIERCE', 'BEAUTY']",0,0,3
networdigitalgdl.com,1,16,3,0,[''],16,0,1
asstonkusher.com,1,12,3,0,"['AS', 'STONK', 'USHER']",0,0,3
coopscommunications.com,1,19,3,0,"['COOPS', 'COMMUNICATIONS']",0,0,2
kankakeeland.com,1,12,3,0,"['KAN', 'KA', 'KEE', 'LAND']",0,0,4
aybet977.com,1,8,3,3,"['AY', 'BET']",0,0,2
laminatedquotes.com,1,15,3,0,"['LAMINATED', 'QUOTES']",0,0,2
qmhkva.com,1,6,3,0,[''],6,0,1
faepsithurism.com,1,13,3,0,"['FAE', 'PSITHURISM']",0,0,2
522by.com,1,5,3,3,['BY'],0,0,1
kimanddon.com,1,9,3,0,"['KI', 'MAND', 'DON']",0,0,3
kuban-next.com,1,10,3,1,"['CUBAN', 'NEXT']",1,0,2
mindtics.com,1,8,3,0,"['MIND', 'TICS']",0,0,2
dontbreakkbank.com,1,14,3,0,[''],14,0,1
shinewrightbling.com,1,16,3,0,"['SHINE', 'WRIGHT', 'BL', 'ING']",0,0,4
ramrajyamumbai.com,1,14,3,0,"['RAM', 'RAJ', 'YA', 'MUM', 'BAI']",0,0,5
lindasplatinhas.com,1,15,3,0,"['LIND', 'ASP', 'LATIN', 'HAS']",0,0,4
ntflixcasa.com,1,10,3,0,"['NT', 'FLIX', 'CASA']",0,0,3
southbayphotoco.com,1,15,3,0,"['SOUTH', 'BAY', 'PHO', 'TOCO']",0,0,4
mluxerealty.com,1,11,3,0,[''],11,0,1
nprsn.com,1,5,3,0,['NURSE'],2,0,1
midwest-vet-synthetics.com,1,22,3,2,"['MIDWEST', 'VET', 'SYNTHETICS']",0,0,3
exoticdesigncompany.com,1,19,3,0,"['EXOTIC', 'DESIGN', 'COMPANY']",0,0,3
anamulhasan.com,1,11,3,0,"['AN', 'AMU', 'LH', 'AS', 'AN']",0,50,5
intuitivefrequenciesforlife.com,1,27,3,0,"['INTUITIVE', 'FREQUENCIES', 'FOR', 'LIFE']",0,0,4
saludaccion.com,1,11,3,0,"['SALUD', 'AC', 'CION']",0,0,3
superthermo2020.com,1,15,3,4,"['SUPER', 'THERMO']",0,0,2
60i0203egb.com,1,10,3,6,"['I', 'EGG']",1,0,2
tt0616.com,1,6,3,4,['TO'],1,0,1
tendernfresh.com,1,12,3,0,"['TEN', 'DERN', 'FRESH']",0,0,3
chillbio.com,1,8,3,0,"['CHILL', 'BIO']",0,0,2
branchaus.com,1,9,3,0,"['BRAN', 'CHAUS']",0,0,2
www5066222.com,1,10,3,7,['WOW'],1,0,1
emotivex.com,1,8,3,0,"['EM', 'OT', 'IV', 'EX']",0,0,4
houseofcardinals.com,1,16,3,0,"['HO', 'US', 'EOF', 'CARDINALS']",0,0,4
easydocgenerator.com,1,16,3,0,"['EASY', 'DOC', 'GENERATOR']",0,0,3
unikbizz.com,1,8,3,0,"['UN', 'IK', 'BIZZ']",0,0,3
hey-ar.com,1,6,3,1,"['HEY', 'AR']",0,500000,2
d12beats.com,1,8,3,2,"['I', 'BEATS']",1,0,2
542381.com,1,6,3,6,[],0,50,1
lellea.com,1,6,3,0,"['LE', 'LL', 'EA']",0,50,3
texasluxuryescape.com,1,17,3,0,"['TEXAS', 'LUXURY', 'ESCAPE']",0,0,3
34lillyvalleycres.com,1,17,3,2,"['LILLY', 'VALLEY', 'CRES']",0,0,3
bestcommercedegreecollegeinhyderabad.com,1,36,3,0,"['BEST', 'COMMERCED', 'EGRE', 'ECOL', 'LE', 'GEIN', 'HYD', 'ERA', 'BAD']",0,0,9
focusclinicalstudy.com,1,18,3,0,"['FOCUS', 'CLINICAL', 'STUDY']",0,0,3
t-mup.com,1,5,3,1,"['I', 'UP']",2,0,2
estudiolacoruna.com,1,15,3,0,"['ES', 'TU', 'DIOL', 'ACOR', 'UNA']",0,0,5
scratchcbdoil.com,1,13,3,0,"['SC', 'RA', 'TC', 'HCB', 'DO', 'IL']",0,0,6
mswishshop.com,1,10,3,0,"['MS', 'WISH', 'SHOP']",0,0,3
fsbclassic.com,1,10,3,0,"['FS', 'BC', 'LAS', 'SIC']",0,0,4
alabamadisinfectors.com,1,19,3,0,"['AL', 'AB', 'AMADIS', 'INFECTORS']",0,0,4
mywebimperia.com,1,12,3,0,"['MY', 'WEB', 'IMPERIA']",0,0,3
camadigato.com,1,10,3,0,"['CA', 'MADIGA', 'TO']",0,50,3
goalietransformations.com,1,21,3,0,"['GOALIE', 'TRANSFORMATIONS']",0,0,2
310571.com,1,6,3,6,[],0,50,1
customelegancejewelery.com,1,22,3,0,"['CUSTOM', 'ELEGANCE', 'JEWEL', 'ERY']",0,0,4
choonezonline.com,1,13,3,0,"['CHO', 'ONE', 'ZO', 'NL', 'INE']",0,0,5
cuthealthcarecosts.com,1,18,3,0,"['CUT', 'HEALTHCARE', 'COSTS']",0,0,3
380001.com,1,6,3,6,[],0,5000,1
scissorssenile.com,1,14,3,0,"['SCISSORS', 'SENILE']",0,0,2
wiseandskinnyatlanta.com,1,20,3,0,"['WISE', 'AND', 'SKINNY', 'ATLANTA']",0,0,4
huaqiangmeiye.com,1,13,3,0,[''],13,0,1
candcustom.com,1,10,3,0,"['CAND', 'CUSTOM']",0,0,2
fortheloveofspumoni.com,1,19,3,0,"['FOR', 'THE', 'LOVE', 'OF', 'SPUMONI']",0,0,5
cantinhodosdoces.com,1,16,3,0,"['CAN', 'TIN', 'HO', 'DOS', 'DOC', 'ES']",0,0,6
adamandcarolyn.com,1,14,3,0,"['ADA', 'MAND', 'CAROLYN']",0,0,3
atlagember.com,1,10,3,0,"['AT', 'LAG', 'EMBER']",0,0,3
195514.com,1,6,3,6,[],0,50,1
jqb0779.com,1,7,3,4,['JOB'],1,0,1
medidassantiarias.com,1,17,3,0,"['ME', 'DID', 'ASS', 'ANTI', 'ARIAS']",0,0,5
strongertogetherns.com,1,18,3,0,"['STRONGER', 'TO', 'GET', 'HERNS']",0,0,4
wheretogoforgermany.com,1,19,3,0,"['WHERE', 'TOGO', 'FOR', 'GERMANY']",0,0,4
cocukluaile.com,1,11,3,0,[''],11,0,1
permasapien.com,1,11,3,0,"['PER', 'MASA', 'PIEN']",0,0,3
usatorilc.com,1,9,3,0,"['USA', 'TORI', 'LC']",0,0,3
253ehihu.com,1,8,3,3,['SHIFU'],2,0,1
tramineraromatico.com,1,17,3,0,"['TRA', 'MINER', 'ARO', 'MATICO']",0,0,4
content-cart.com,1,12,3,1,"['CONTENT', 'CART']",0,50,2
takemitoro.com,1,10,3,0,"['TAKE', 'MI', 'TORO']",0,0,3
00858722.com,1,8,3,8,[],0,0,1
dhakagrid.com,1,9,3,0,"['DHA', 'KA', 'GRID']",0,0,3
cangurmandisklinigi.com,1,19,3,0,"['CA', 'NG', 'URMAN', 'DISK', 'LI', 'NI', 'GI']",0,0,7
balingwiresdirect.com,1,17,3,0,"['BALING', 'WIRES', 'DIRECT']",0,0,3
eci-curranpartners.com,1,18,3,1,"['EPI', '']",15,0,2
sanhefd.com,1,7,3,0,['SANDED'],2,0,1
indiavisionlive.com,1,15,3,0,"['IN', 'DI', 'AVISION', 'LIVE']",0,50,4
comikz4you.com,1,10,3,1,"['COMING', 'YOU']",2,0,2
mypromotioncafe.com,1,15,3,0,"['MY', 'PROMOTION', 'CAFE']",0,0,3
pawshdogcollars.com,1,15,3,0,"['PAW', 'SH', 'DOG', 'COLLARS']",0,0,4
campwelleco.com,1,11,3,0,"['CAMP', 'WELL', 'ECO']",0,0,3
hopeacademynursingservices.com,1,26,3,0,"['HOPE', 'ACADEMY', 'NURSING', 'SERVICES']",0,0,4
ecohome4.com,1,8,3,1,"['ECO', 'HOME']",0,0,2
theflashcall.com,1,12,3,0,"['THE', 'FLASH', 'CALL']",0,0,3
carnalitylife.com,1,13,3,0,"['CARNALITY', 'LIFE']",0,0,2
recognection.com,1,12,3,0,"['RE', 'COG', 'NEC', 'TION']",0,0,4
casino-x931.com,1,11,3,4,"['CASINO', 'I']",1,0,2
goldenflavoursom.com,1,16,3,0,"['GOLDEN', 'FLAVOURS', 'OM']",0,0,3
eatsorbet.com,1,9,3,0,"['EAT', 'SORBET']",0,0,2
pinnedgames.com,1,11,3,0,"['PINNED', 'GAMES']",0,0,2
letsgrowagency.com,1,14,3,0,"['LETS', 'GROW', 'AGENCY']",0,0,3
ghaliboutique.com,1,13,3,0,[''],13,0,1
thewildonestour.com,1,15,3,0,"['THEW', 'IL', 'DONE', 'STOUR']",0,0,4
yulevip8256.com,1,11,3,4,"['YULE', 'VIP']",0,0,2
acompanhantescaxiasdosul.com,1,24,3,0,[''],24,50000,1
msmartwatch.com,1,11,3,0,"['MS', 'MART', 'WATCH']",0,50,3
azlantonewow.com,1,12,3,0,"['AZ', 'LAN', 'TONE', 'WOW']",0,0,4
shivashield.com,1,11,3,0,"['SHIVA', 'SHIELD']",0,0,2
grouptravelbooking.com,1,18,3,0,"['GROUP', 'TRAVEL', 'BOOKING']",0,0,3
0452hz.com,1,6,3,4,['HE'],1,0,1
dongybaovesuckhoe.com,1,17,3,0,[''],17,0,1
applidsec-review.com,1,16,3,1,"['', 'REVIEW']",9,0,2
glammerishqueens.com,1,16,3,0,"['GL', 'AMMER', 'ISH', 'QUEENS']",0,0,4
u6u5r.com,1,5,3,2,"['U', 'U', 'I']",1,0,3
octharianelbassang.com,1,18,3,0,"['OC', 'TH', 'ARIAN', 'EL', 'BAS', 'SANG']",0,0,6
tampaposttribune.com,1,16,3,0,"['TAMPA', 'POST', 'TRIBUNE']",0,0,3
www36306.com,1,8,3,5,['WOW'],1,0,1
rideitoutsocial.com,1,15,3,0,"['RIDE', 'IT', 'OUT', 'SOCIAL']",0,0,4
914165.com,1,6,3,6,[],0,0,1
shapoorjipallonjicodename-evolve.com,1,32,3,1,"['', 'EVOLVE']",25,0,2
getfastmortgageloansinsanfrancisco.com,1,34,3,0,"['GET', 'FAST', 'MORTGAGE', 'LOAN', 'SIN', 'SAN', 'FRANCISCO']",0,0,7
whetstonefiber.com,1,14,3,0,"['WHETSTONE', 'FIBER']",0,0,2
alakassam.com,1,9,3,0,"['AL', 'AK', 'ASSAM']",0,0,3
wisfact.com,1,7,3,0,"['WIS', 'FACT']",0,0,2
claytoncopper.com,1,13,3,0,"['CLAYTON', 'COPPER']",0,0,2
duo79.com,1,5,3,2,['DUO'],0,0,1
featuredstrains.com,1,15,3,0,"['FEATURED', 'STRAINS']",0,0,2
somainerealty.com,1,13,3,0,"['SO', 'MAINE', 'REALTY']",0,0,3
ybyl9507.com,1,8,3,4,['BY'],2,0,1
flopunemarathon.com,1,15,3,0,"['FLO', 'PU', 'NE', 'MARATHON']",0,0,4
threeunity.com,1,10,3,0,"['THREE', 'UNITY']",0,0,2
v8itacost.com,1,9,3,1,"['I', 'TACOS']",2,0,2
a13354820044.com,1,12,3,11,['A'],0,0,1
healthylifestylecode.com,1,20,3,0,"['HEALTHY', 'LIFESTYLE', 'CODE']",0,0,3
megamaturetube.com,1,14,3,0,"['MEG', 'AMA', 'TU', 'RETUBE']",0,50,4
vancityskirepair.com,1,16,3,0,"['VAN', 'CITY', 'SKI', 'REPAIR']",0,0,4
2vonv.com,1,5,3,1,"['VO', 'NV']",0,50000,2
retailbanktech.com,1,14,3,0,"['RETAIL', 'BANK', 'TECH']",0,0,3
drparthapal.com,1,11,3,0,"['DR', 'PAR', 'THA', 'PAL']",0,0,4
adelheidkopp.com,1,12,3,0,"['AD', 'EL', 'HEI', 'DK', 'OPP']",0,0,5
fafa13666.com,1,9,3,5,"['FA', 'FA']",0,0,2
framesandtalesstudios.com,1,21,3,0,"['FRAME', 'SAND', 'TALES', 'STUDIOS']",0,0,4
tyc2862.com,1,7,3,4,['TY'],1,0,1
productenvystore.com,1,16,3,0,"['PRODUCT', 'ENVY', 'STORE']",0,0,3
lacrispeta.com,1,10,3,0,"['LA', 'CRISP', 'ETA']",0,0,3
baby-covet.com,1,10,3,1,"['BABY', 'COVET']",0,0,2
famousflamingoclub.com,1,18,3,0,"['FAMOUS', 'FLAMINGO', 'CLUB']",0,0,3
mobilytantou.com,1,12,3,0,"['MO', 'BI', 'LY', 'TAN', 'TOU']",0,0,5
tripuniversal.com,1,13,3,0,"['TRIP', 'UNIVERSAL']",0,0,2
rkyrvj.com,1,6,3,0,[''],6,0,1
duhyp.com,1,5,3,0,"['DU', 'HYP']",0,0,2
brumeorgin.com,1,10,3,0,"['BRUME', 'OR', 'GIN']",0,0,3
robofixx.com,1,8,3,0,"['RO', 'BO', 'FI', 'XX']",0,0,4
bobcatberles.com,1,12,3,0,"['BOBCAT', 'BER', 'LES']",0,0,3
barrettconsultinggroup.com,1,22,3,0,"['BARRETT', 'CONSULTING', 'GROUP']",0,0,3
jobmethemoney.com,1,13,3,0,"['JOB', 'ME', 'THE', 'MONEY']",0,0,4
rerecurring.com,1,11,3,0,"['RE', 'RECURRING']",0,0,2
physical-work.com,1,13,3,1,"['PHYSICAL', 'WORK']",0,5000,2
slicedreads.com,1,11,3,0,"['SLICE', 'DREADS']",0,0,2
mtbet888.com,1,8,3,3,"['MT', 'BET']",0,0,2
foxhollowgaming.com,1,15,3,0,"['FOX', 'HOLLOW', 'GAMING']",0,0,3
manibelaph.com,1,10,3,0,"['MANI', 'BEL', 'APH']",0,0,3
supportblackbiz.com,1,15,3,0,"['SUPPORT', 'BLACK', 'BIZ']",0,0,3
tomorrowangel.com,1,13,3,0,"['TOMORROW', 'ANGEL']",0,0,2
daily-news-brits.com,1,16,3,2,"['DAILY', 'NEWS', 'BRITS']",0,0,3
opkindsj.com,1,8,3,0,"['OP', 'KIND', 'SJ']",0,0,3
sdhtscl.com,1,7,3,0,"['SD', 'HTS', 'CL']",0,0,3
btpsngo.com,1,7,3,0,[''],7,0,1
faschingkostueme.com,1,16,3,0,"['FAS', 'CHING', 'KO', 'STU', 'EME']",0,50000,5
9001daytonway.com,1,13,3,4,"['DAYTON', 'WAY']",0,0,2
americanpreserve.com,1,16,3,0,"['AMERICAN', 'PRESERVE']",0,0,2
3608stewartave.com,1,14,3,4,"['STEW', 'AR', 'TAVE']",0,0,3
tucomunidadenlinea.com,1,18,3,0,"['TU', 'CO', 'MU', 'NID', 'ADEN', 'LINEA']",0,5000,6
blenderspot.com,1,11,3,0,"['BLENDER', 'SPOT']",0,0,2
zatonanews.com,1,10,3,0,"['ZAT', 'ONA', 'NEWS']",0,0,3
agapelivingroom.com,1,15,3,0,"['AGAPE', 'LIVINGROOM']",0,0,2
businessgrowthdomains.com,1,21,3,0,"['BUSINESS', 'GROWTH', 'DOMAINS']",0,0,3
fashonu.com,1,7,3,0,"['FA', 'SHO', 'NU']",0,0,3
oliviatogo.com,1,10,3,0,"['OLIVIA', 'TOGO']",0,0,2
lepetitto.com,1,9,3,0,"['LE', 'PETIT', 'TO']",0,0,3
iscrappcs.com,1,9,3,0,"['IS', 'CR', 'APP', 'CS']",0,0,4
mistrmok.com,1,8,3,0,"['MIST', 'RM', 'OK']",0,0,3
89770hh.com,1,7,3,5,['HE'],1,0,1
rigamotel.com,1,9,3,0,"['RIGA', 'MOTEL']",0,0,2
andreamesh.com,1,10,3,0,"['ANDREA', 'MESH']",0,0,2
86331010.com,1,8,3,8,[],0,0,1
amarresefectivosyrapidos.com,1,24,3,0,"['AM', 'ARR', 'ESE', 'FEC', 'TI', 'VO', 'SYR', 'AP', 'ID', 'OS']",0,0,10
athensrust.com,1,10,3,0,"['ATHENS', 'RUST']",0,0,2
imprinthand.com,1,11,3,0,"['IMPRINT', 'HAND']",0,0,2
totalrecoveryyoga.com,1,17,3,0,"['TOTAL', 'RECOVERY', 'YOGA']",0,0,3
doushijia.com,1,9,3,0,[''],9,0,1
99776yh18l8l818.com,1,15,3,11,"['OH', 'I', 'I']",3,0,3
5092533.com,1,7,3,7,[],0,0,1
ratepremierauto.com,1,15,3,0,"['RATE', 'PREMIER', 'AUTO']",0,0,3
trueni.com,1,6,3,0,"['TRUE', 'NI']",0,500,2
millionairebehindthemask.com,1,24,3,0,"['MILLIONAIRE', 'BEHIND', 'THE', 'MASK']",0,0,4
reraco.com,1,6,3,0,"['RE', 'RA', 'CO']",0,50,3
tiendamojito.com,1,12,3,0,"['TIENDA', 'MO', 'JI', 'TO']",0,0,4
towncenterlagunaniguel.com,1,22,3,0,"['TOWN', 'CENTER', 'LA', 'GUN', 'ANI', 'GU', 'EL']",0,0,7
aotefy.com,1,6,3,0,"['AO', 'TE', 'FY']",0,0,3
danielallenjudy.com,1,15,3,0,"['DANIEL', 'ALLEN', 'JUDY']",0,0,3
homecreativestore.com,1,17,3,0,"['HOME', 'CREATIVE', 'STORE']",0,0,3
charisastore.com,1,12,3,0,"['CHAR', 'IS', 'ASTORE']",0,0,3
dsgnrsrc.com,1,8,3,0,"['DS', 'GN', 'RS', 'RC']",0,0,4
faststartvideos.com,1,15,3,0,"['FAST', 'START', 'VIDEOS']",0,0,3
9166880.com,1,7,3,7,[],0,0,1
barqregistration.com,1,16,3,0,"['BAR', 'QR', 'EG', 'IST', 'RATION']",0,0,5
sitiospruebas.com,1,13,3,0,"['SITIO', 'SPRUE', 'BAS']",0,0,3
belief7s.com,1,8,3,1,"['BELIEF', 'I']",1,0,2
highschoolcoder.com,1,15,3,0,"['HIGHSCHOOL', 'CODER']",0,0,2
fimdasgordurinhas.com,1,17,3,0,"['FI', 'MD', 'ASG', 'ORDU', 'RIN', 'HAS']",0,0,6
winkurstore.com,1,11,3,0,"['WINK', 'UR', 'STORE']",0,0,3
lavozcreyente.com,1,13,3,0,"['LAV', 'OZ', 'CRE', 'YENTE']",0,0,4
notesfundinglucianofinancial.com,1,28,3,0,"['NOTES', 'FUNDING', 'LUCIA', 'NO', 'FINANCIAL']",0,0,5
fishpiercharters.com,1,16,3,0,"['FISH', 'PIER', 'CHARTERS']",0,0,3
hugmetite.com,1,9,3,0,"['HUG', 'ME', 'TITE']",0,0,3
maedsarepresentaciones.com,1,22,3,0,"['MAED', 'SARE', 'PRE', 'SEN', 'TA', 'CION', 'ES']",0,0,7
stayhomefestival.com,1,16,3,0,"['STAY', 'HOME', 'FESTIVAL']",0,50,3
rachaelboatwright.com,1,17,3,0,"['RA', 'CHA', 'EL', 'BOATWRIGHT']",0,0,4
mandrrecruitment.com,1,16,3,0,"['MAN', 'DR', 'RECRUITMENT']",0,0,3
smartechcloudcenter.com,1,19,3,0,"['SM', 'AR', 'TECH', 'CLOUD', 'CENTER']",0,0,5
smcguireart.com,1,11,3,0,"['SM', 'CG', 'UI', 'RE', 'ART']",0,0,5
newcoolmath.com,1,11,3,0,"['NEW', 'COOL', 'MATH']",0,50,3
bloggingdeets.com,1,13,3,0,"['BL', 'OG', 'GING', 'DEE', 'TS']",0,0,5
hexlightshop.com,1,12,3,0,"['HEX', 'LIGHT', 'SHOP']",0,0,3
knuckleballin.com,1,13,3,0,"['KNUCKLE', 'BAL', 'LIN']",0,0,3
1minuteideas.com,1,12,3,1,"['MINUTE', 'IDEAS']",0,0,2
shurakuan.com,1,9,3,0,"['SH', 'URA', 'KUAN']",0,0,3
5900422.com,1,7,3,7,[],0,50,1
nishpatwa.com,1,9,3,0,"['NI', 'SH', 'PA', 'TWA']",0,0,4
slow-jigging.com,1,12,3,1,"['SLOW', 'JIGGING']",0,5000,2
bzzid.com,1,5,3,0,['BID'],2,50,1
theevanharris.com,1,13,3,0,"['THE', 'EVAN', 'HARRIS']",0,0,3
tantricdiary.com,1,12,3,0,"['TANTRIC', 'DIARY']",0,0,2
ymnjj.com,1,5,3,0,[''],5,0,1
theatownwholesalers.com,1,19,3,0,"['THEA', 'TOWN', 'WHOLESALERS']",0,0,3
molaxer.com,1,7,3,0,"['MO', 'LAXER']",0,0,2
resellerclubgeorgia.com,1,19,3,0,"['RESELLER', 'CLUB', 'GEORGIA']",0,0,3
fourthmanfurnace.com,1,16,3,0,"['FOURTH', 'MAN', 'FURNACE']",0,0,3
djlm8.com,1,5,3,1,"['DJ', 'LM']",0,0,2
19jian.com,1,6,3,2,"['JI', 'AN']",0,0,2
olslimited.com,1,10,3,0,"['OL', 'SL', 'IMI', 'TED']",0,0,4
seafevergear.com,1,12,3,0,"['SEA', 'FEVER', 'GEAR']",0,50,3
passagemfrancanews.com,1,18,3,0,"['PAS', 'SA', 'GEM', 'FRANCA', 'NEWS']",0,0,5
xbladesracingteam.com,1,17,3,0,[''],17,0,1
personaltrainerbelair.com,1,21,3,0,"['PERSONAL', 'TRAINER', 'BE', 'LAIR']",0,0,4
ehicksdesigns.com,1,13,3,0,[''],13,0,1
kimmysellskansas.com,1,16,3,0,"['KIM', 'MY', 'SELLS', 'KANSAS']",0,0,4
nvwang103.com,1,9,3,3,"['NV', 'WANG']",0,0,2
organicleafy.com,1,12,3,0,"['ORGANIC', 'LEAFY']",0,0,2
roycehelp.com,1,9,3,0,"['ROY', 'CE', 'HELP']",0,0,3
gpgview.com,1,7,3,0,[''],7,0,1
cbbphoto.com,1,8,3,0,"['CB', 'BP', 'HO', 'TO']",0,0,4
8622n.com,1,5,3,4,['I'],1,0,1
confidenteldercare.com,1,18,3,0,"['CONFIDENT', 'ELDER', 'CARE']",0,0,3
tagthesponser.com,1,13,3,0,"['TA', 'GT', 'HES', 'PON', 'SER']",0,50000,5
mukeshflexworks.com,1,15,3,0,[''],15,0,1
yybet2667.com,1,9,3,4,['YET'],2,0,1
mcguiresurprise.com,1,15,3,0,"['MCG', 'UI', 'RESURPRISE']",0,0,3
ralfgarrow.com,1,10,3,0,"['RALF', 'GAR', 'ROW']",0,0,3
usedcncthai.com,1,11,3,0,[''],11,0,1
dddvy.com,1,5,3,0,['DADDY'],2,0,1
iwbci.com,1,5,3,0,['ICI'],2,0,1
aynenaffiliates.com,1,15,3,0,"['AYNE', 'NAF', 'FILIATES']",0,0,3
wcnetworth.com,1,10,3,0,"['WC', 'NET', 'WORTH']",0,0,3
6089aa.com,1,6,3,4,['A'],1,0,1
dailydealfindr.com,1,14,3,0,"['DAILY', 'DE', 'ALFIN', 'DR']",0,0,4
77maroc.com,1,7,3,2,"['MA', 'ROC']",0,0,2
azimuthproperty.com,1,15,3,0,"['AZIMUTH', 'PROPERTY']",0,0,2
animenette.com,1,10,3,0,"['ANI', 'MEN', 'ETTE']",0,50,3
jzyx58.com,1,6,3,2,['JOY'],2,0,1
abxd813614.com,1,10,3,6,"['AB', 'XD']",0,0,2
motelme.com,1,7,3,0,"['MOTEL', 'ME']",0,0,2
klausroofingofse.com,1,16,3,0,"['KLAUS', 'ROOFING', 'OF', 'SE']",0,0,4
nohairlaser.com,1,11,3,0,"['NO', 'HAIR', 'LASER']",0,0,3
f0ve.com,1,4,3,1,"['I', 'VE']",1,0,2
rozzakhistory.com,1,13,3,0,[''],13,0,1
renonewhouses.com,1,13,3,0,"['RENO', 'NEW', 'HOUSES']",0,0,3
dofus-touch-news.com,1,16,3,2,"['DOOFUS', 'TOUCH', 'NEWS']",1,500,3
modelandfitness.com,1,15,3,0,"['MOD', 'ELAND', 'FITNESS']",0,50,3
alexanderkasser.com,1,15,3,0,"['ALEXANDER', 'KAS', 'SER']",0,0,3
greatshaperslts.com,1,15,3,0,"['GREAT', 'SHAPER', 'SL', 'TS']",0,0,4
southernden.com,1,11,3,0,"['SOUTHERN', 'DEN']",0,0,2
modernbikeinvest.com,1,16,3,0,"['MODERN', 'BIKE', 'INVEST']",0,0,3
legalgyg.com,1,8,3,0,['LEGALLY'],2,0,1
atlanta-tennis-leagues.com,1,22,3,2,"['ATLANTA', 'TENNIS', 'LEAGUES']",0,500,3
globalvinil.com,1,11,3,0,"['GLOBAL', 'VI', 'NIL']",0,0,3
gymsting.com,1,8,3,0,"['GYM', 'STING']",0,0,2
sofianhaifa.com,1,11,3,0,[''],11,0,1
kingfriendshipclub.com,1,18,3,0,"['KING', 'FRIENDSHIP', 'CLUB']",0,0,3
194854.com,1,6,3,6,[],0,50,1
jeanchildsyoung.com,1,15,3,0,"['JEAN', 'CHILDS', 'YOUNG']",0,0,3
ewabakowskajurjewicz.com,1,20,3,0,[''],20,0,1
myowixx.com,1,7,3,0,[''],7,0,1
amothersjourneythroughaddiction.com,1,31,3,0,"['AM', 'OTHERS', 'JOURNEY', 'THROUGH', 'ADDICTION']",0,0,5
ag88117.com,1,7,3,5,['AG'],0,0,1
bicycle-financial.com,1,17,3,1,"['BICYCLE', 'FINANCIAL']",0,5000,2
hospiceofsouthwestohio.com,1,22,3,0,"['HO', 'SPIC', 'EOF', 'SOUTHWEST', 'OHIO']",0,0,5
envios-correo.com,1,13,3,1,"['ENVIOUS', 'CORRE']",2,50000,2
thewigpharmacy.com,1,14,3,0,"['THE', 'WIG', 'PHARMACY']",0,0,3
sofiaparks.com,1,10,3,0,"['SOFIA', 'PARKS']",0,0,2
breweryhq.com,1,9,3,0,"['BREWERY', 'HQ']",0,0,2
iamsuperloved.com,1,13,3,0,"['IA', 'MS', 'UP', 'ER', 'LOVED']",0,0,5
meyertobin.com,1,10,3,0,"['ME', 'YER', 'TO', 'BIN']",0,0,4
x93919.com,1,6,3,5,['I'],1,0,1
185749.com,1,6,3,6,[],0,50,1
corporatehairboutique.com,1,21,3,0,"['CORPORATE', 'HAIR', 'BOUTIQUE']",0,0,3
test-amqatest-bdbhhjkk.com,1,22,3,2,"['TEST', '', '']",16,0,3
kshhwd.com,1,6,3,0,[''],6,0,1
way2host.com,1,8,3,1,"['WAY', 'HOST']",0,50,2
